visitID,siteID,plotID,projectID,dateVisit,observerVisit,participantEngagement,encounteredBirds,netHours,notesVisit
GEHRDALMD1_2005-07-07,GEHRDALMD1,NA,nn,2005-07-07,NA,NA,NA,NA,NA
GILLEVAMD1_2005-07-09,GILLEVAMD1,NA,nn,2005-07-09,NA,NA,NA,NA,NA
FUTRIVAVA1_2005-07-11,FUTRIVAVA1,NA,nn,2005-07-11,NA,NA,NA,NA,NA
GOROCARDC1_2005-07-11,GOROCARDC1,NA,nn,2005-07-11,NA,NA,NA,NA,NA
KAUFLAUMD1_2005-07-11,KAUFLAUMD1,NA,nn,2005-07-11,NA,NA,NA,NA,NA
CAMPROSMD1_2005-07-11,CAMPROSMD1,NA,nn,2005-07-11,NA,NA,NA,NA,NA
SIMOROSVA1_2005-07-12,SIMOROSVA1,NA,nn,2005-07-12,NA,NA,NA,NA,NA
STURCARMD1_2005-07-12,STURCARMD1,NA,nn,2005-07-12,NA,NA,NA,NA,NA
GILLEVAMD1_2005-07-12,GILLEVAMD1,NA,nn,2005-07-12,NA,NA,NA,NA,NA
CAMPGLOMD1_2005-07-12,CAMPGLOMD1,NA,nn,2005-07-12,NA,NA,NA,NA,NA
AMERICOMD1_2005-07-13,AMERICOMD1,NA,nn,2005-07-13,NA,NA,NA,NA,NA
URBABETMD1_2005-07-14,URBABETMD1,NA,nn,2005-07-14,NA,NA,NA,NA,NA
BRENSTEMD1_2005-07-14,BRENSTEMD1,NA,nn,2005-07-14,NA,NA,NA,NA,NA
NATICATDC1_2005-07-14,NATICATDC1,NA,nn,2005-07-14,NA,NA,NA,NA,NA
MCKEJANMD1_2005-07-15,MCKEJANMD1,NA,nn,2005-07-15,NA,NA,NA,NA,NA
BURNNANMD1_2005-07-16,BURNNANMD1,NA,nn,2005-07-16,NA,NA,NA,NA,NA
MORAANGMD1_2005-07-18,MORAANGMD1,NA,nn,2005-07-18,NA,NA,NA,NA,NA
STANJEFMD1_2005-07-18,STANJEFMD1,NA,nn,2005-07-18,NA,NA,NA,NA,NA
BURNNANMD1_2005-07-19,BURNNANMD1,NA,nn,2005-07-19,NA,NA,NA,NA,NA
HUNTDAVMD2_2005-07-19,HUNTDAVMD2,NA,nn,2005-07-19,NA,NA,NA,NA,NA
JEWELIBMD1_2005-07-20,JEWELIBMD1,NA,nn,2005-07-20,NA,NA,NA,NA,NA
MOLIKARMD1_2005-07-20,MOLIKARMD1,NA,nn,2005-07-20,NA,NA,NA,NA,NA
MCKEJANMD1_2005-07-21,MCKEJANMD1,NA,nn,2005-07-21,NA,NA,NA,NA,NA
DALEELIMD1_2005-07-22,DALEELIMD1,NA,nn,2005-07-22,NA,NA,NA,NA,NA
GOCHJOAMD1_2005-07-22,GOCHJOAMD1,NA,nn,2005-07-22,NA,NA,NA,NA,NA
GOUGGREMD1_2005-07-26,GOUGGREMD1,NA,nn,2005-07-26,NA,NA,NA,NA,NA
MCLERICMD1_2005-07-26,MCLERICMD1,NA,nn,2005-07-26,NA,NA,NA,NA,NA
BURNNANMD1_2005-07-27,BURNNANMD1,NA,nn,2005-07-27,NA,NA,NA,NA,NA
MARRPETMD1_2005-08-09,MARRPETMD1,NA,nn,2005-08-09,NA,NA,NA,NA,NA
REITBOBMD1_2006-05-25,REITBOBMD1,NA,nn,2006-05-25,NA,NA,NA,NA,NA
FARYSIMMD1_2006-05-25,FARYSIMMD1,NA,nn,2006-05-25,NA,NA,NA,NA,NA
TATEJUAMD1_2006-05-27,TATEJUAMD1,NA,nn,2006-05-27,NA,NA,NA,NA,NA
REITBOBMD1_2006-05-29,REITBOBMD1,NA,nn,2006-05-29,NA,NA,NA,NA,NA
PATSNADMD1_2006-06-01,PATSNADMD1,NA,nn,2006-06-01,NA,NA,NA,NA,NA
STURCARMD1_2006-06-02,STURCARMD1,NA,nn,2006-06-02,NA,NA,NA,NA,NA
TATEJUAMD1_2006-06-03,TATEJUAMD1,NA,nn,2006-06-03,NA,NA,NA,NA,NA
STURCARMD1_2006-06-06,STURCARMD1,NA,nn,2006-06-06,NA,NA,NA,NA,NA
STANJEFMD1_2006-06-06,STANJEFMD1,NA,nn,2006-06-06,NA,NA,NA,NA,NA
FREYFREMD1_2006-06-07,FREYFREMD1,NA,nn,2006-06-07,NA,NA,NA,NA,NA
TATEJUAMD1_2006-06-07,TATEJUAMD1,NA,nn,2006-06-07,NA,NA,NA,NA,NA
COLSKATMD1_2006-06-08,COLSKATMD1,NA,nn,2006-06-08,NA,NA,NA,NA,NA
COLSKATMD1_2006-06-11,COLSKATMD1,NA,nn,2006-06-11,NA,NA,NA,NA,NA
FAGABERMD1_2006-06-12,FAGABERMD1,NA,nn,2006-06-12,NA,NA,NA,NA,NA
MARRPETMD1_2006-06-13,MARRPETMD1,NA,nn,2006-06-13,NA,NA,NA,NA,NA
COLSKATMD1_2006-06-13,COLSKATMD1,NA,nn,2006-06-13,NA,NA,NA,NA,NA
BARNDORMD1_2006-06-14,BARNDORMD1,NA,nn,2006-06-14,NA,NA,NA,NA,NA
FAGABERMD1_2006-06-15,FAGABERMD1,NA,nn,2006-06-15,NA,NA,NA,NA,NA
BARNDORMD1_2006-06-16,BARNDORMD1,NA,nn,2006-06-16,NA,NA,NA,NA,NA
STANJEFMD1_2006-06-17,STANJEFMD1,NA,nn,2006-06-17,NA,NA,NA,NA,NA
COLSKATMD1_2006-06-19,COLSKATMD1,NA,nn,2006-06-19,NA,NA,NA,NA,NA
TATEJUAMD1_2006-06-19,TATEJUAMD1,NA,nn,2006-06-19,NA,NA,NA,NA,NA
LERNJEFMD1_2006-06-21,LERNJEFMD1,NA,nn,2006-06-21,NA,NA,NA,NA,NA
BARNDORMD1_2006-06-22,BARNDORMD1,NA,nn,2006-06-22,NA,NA,NA,NA,NA
LERNJEFMD1_2006-06-23,LERNJEFMD1,NA,nn,2006-06-23,NA,NA,NA,NA,NA
BARNDORMD1_2006-06-24,BARNDORMD1,NA,nn,2006-06-24,NA,NA,NA,NA,NA
BARNDORMD1_2006-06-28,BARNDORMD1,NA,nn,2006-06-28,NA,NA,NA,NA,NA
RAUNERIMD1_2006-07-04,RAUNERIMD1,NA,nn,2006-07-04,NA,NA,NA,NA,NA
WOLFKARDC1_2006-07-04,WOLFKARDC1,NA,nn,2006-07-04,NA,NA,NA,NA,NA
COLSKATMD1_2006-07-04,COLSKATMD1,NA,nn,2006-07-04,NA,NA,NA,NA,NA
EVANMICMD1_2006-07-05,EVANMICMD1,NA,nn,2006-07-05,NA,NA,NA,NA,NA
SALOSHEMD1_2006-07-13,SALOSHEMD1,NA,nn,2006-07-13,NA,NA,NA,NA,NA
REITBOBMD1_2006-11-08,REITBOBMD1,NA,nn,2006-11-08,NA,NA,NA,NA,NA
NZPAMAZDC1_2007-04-30,NZPAMAZDC1,NA,nn,2007-04-30,NA,NA,NA,NA,NA
SCHLROBMD1_2007-05-02,SCHLROBMD1,NA,nn,2007-05-02,NA,NA,NA,NA,NA
OWENJOHMD1_2007-05-03,OWENJOHMD1,NA,nn,2007-05-03,NA,NA,NA,NA,NA
KORRHARMD1_2007-05-08,KORRHARMD1,NA,nn,2007-05-08,NA,NA,NA,NA,NA
LORAJORMD1_2007-05-10,LORAJORMD1,NA,nn,2007-05-10,NA,NA,NA,NA,NA
MCKEANNVA1_2007-05-11,MCKEANNVA1,NA,nn,2007-05-11,NA,NA,NA,NA,NA
MORAANGMD1_2007-05-11,MORAANGMD1,NA,nn,2007-05-11,NA,NA,NA,NA,NA
CORCJOEMD2_2007-05-12,CORCJOEMD2,NA,nn,2007-05-12,NA,NA,NA,NA,NA
WILLCYNVA1_2007-05-14,WILLCYNVA1,NA,nn,2007-05-14,NA,NA,NA,NA,NA
CARLSHIMD1_2007-05-14,CARLSHIMD1,NA,nn,2007-05-14,NA,NA,NA,NA,NA
SULLPAUVA1_2007-05-15,SULLPAUVA1,NA,nn,2007-05-15,NA,NA,NA,NA,NA
SHAYSARMD1_2007-05-15,SHAYSARMD1,NA,nn,2007-05-15,NA,NA,NA,NA,NA
EDEREDWVA1_2007-05-16,EDEREDWVA1,NA,nn,2007-05-16,NA,NA,NA,NA,NA
CONAGAIMD1_2007-05-16,CONAGAIMD1,NA,nn,2007-05-16,NA,NA,NA,NA,NA
BRENSTEMD1_2007-05-17,BRENSTEMD1,NA,nn,2007-05-17,NA,NA,NA,NA,NA
PATSNADMD1_2007-05-17,PATSNADMD1,NA,nn,2007-05-17,NA,NA,NA,NA,NA
FUTRIVAVA1_2007-05-18,FUTRIVAVA1,NA,nn,2007-05-18,NA,NA,NA,NA,NA
COLALISMD1_2007-05-18,COLALISMD1,NA,nn,2007-05-18,NA,NA,NA,NA,NA
SIMOROSVA1_2007-05-19,SIMOROSVA1,NA,nn,2007-05-19,NA,NA,NA,NA,NA
FREYFREMD1_2007-05-19,FREYFREMD1,NA,nn,2007-05-19,NA,NA,NA,NA,NA
WISECELMD1_2007-05-21,WISECELMD1,NA,nn,2007-05-21,NA,NA,NA,NA,NA
SANFCARMD1_2007-05-21,SANFCARMD1,NA,nn,2007-05-21,NA,NA,NA,NA,NA
CAMPLIBMD1_2007-05-22,CAMPLIBMD1,NA,nn,2007-05-22,NA,NA,NA,NA,NA
BARNDORMD1_2007-05-22,BARNDORMD1,NA,nn,2007-05-22,NA,NA,NA,NA,NA
MANNJANDC1_2007-05-23,MANNJANDC1,NA,nn,2007-05-23,NA,NA,NA,NA,NA
CAMPROSMD1_2007-05-23,CAMPROSMD1,NA,nn,2007-05-23,NA,NA,NA,NA,NA
STANJEFMD1_2007-05-24,STANJEFMD1,NA,nn,2007-05-24,NA,NA,NA,NA,NA
ANDRKENVA1_2007-05-25,ANDRKENVA1,NA,nn,2007-05-25,NA,NA,NA,NA,NA
FARYSIMMD1_2007-05-25,FARYSIMMD1,NA,nn,2007-05-25,NA,NA,NA,NA,NA
GOROCARDC1_2007-05-26,GOROCARDC1,NA,nn,2007-05-26,NA,NA,NA,NA,NA
BLOCDAVMD1_2007-05-26,BLOCDAVMD1,NA,nn,2007-05-26,NA,NA,NA,NA,NA
BEALTOMMD1_2007-05-29,BEALTOMMD1,NA,nn,2007-05-29,NA,NA,NA,NA,NA
PANCSAMMD1_2007-05-29,PANCSAMMD1,NA,nn,2007-05-29,NA,NA,NA,NA,NA
TUNICATMD1_2007-05-30,TUNICATMD1,NA,nn,2007-05-30,NA,NA,NA,NA,NA
STURCARMD1_2007-05-31,STURCARMD1,NA,nn,2007-05-31,NA,NA,NA,NA,NA
HUNTDAVMD2_2007-05-31,HUNTDAVMD2,NA,nn,2007-05-31,NA,NA,NA,NA,NA
MUTRCYNMD1_2007-06-01,MUTRCYNMD1,NA,nn,2007-06-01,NA,NA,NA,NA,NA
FAGABERMD1_2007-06-01,FAGABERMD1,NA,nn,2007-06-01,NA,NA,NA,NA,NA
LERNJEFMD1_2007-06-01,LERNJEFMD1,NA,nn,2007-06-01,NA,NA,NA,NA,NA
EVANMICMD1_2007-06-02,EVANMICMD1,NA,nn,2007-06-02,NA,NA,NA,NA,NA
OBRICHRMD1_2007-06-02,OBRICHRMD1,NA,nn,2007-06-02,NA,NA,NA,NA,NA
TINIKATMD1_2007-06-04,TINIKATMD1,NA,nn,2007-06-04,NA,NA,NA,NA,NA
BAINANDMD1_2007-06-04,BAINANDMD1,NA,nn,2007-06-04,NA,NA,NA,NA,NA
SCHILYDMD1_2007-06-04,SCHILYDMD1,NA,nn,2007-06-04,NA,NA,NA,NA,NA
CANTBOBMD1_2007-06-05,CANTBOBMD1,NA,nn,2007-06-05,NA,NA,NA,NA,NA
CAMPGLOMD1_2007-06-05,CAMPGLOMD1,NA,nn,2007-06-05,NA,NA,NA,NA,NA
MCCAKEVMD1_2007-06-05,MCCAKEVMD1,NA,nn,2007-06-05,NA,NA,NA,NA,NA
SPEYPAUMD1_2007-06-06,SPEYPAUMD1,NA,nn,2007-06-06,NA,NA,NA,NA,NA
MCKEJANMD1_2007-06-06,MCKEJANMD1,NA,nn,2007-06-06,NA,NA,NA,NA,NA
DRAKBERMD1_2007-06-06,DRAKBERMD1,NA,nn,2007-06-06,NA,NA,NA,NA,NA
THOMSUEMD1_2007-06-07,THOMSUEMD1,NA,nn,2007-06-07,NA,NA,NA,NA,NA
COULMARMD1_2007-06-07,COULMARMD1,NA,nn,2007-06-07,NA,NA,NA,NA,NA
MOLIKARMD1_2007-06-07,MOLIKARMD1,NA,nn,2007-06-07,NA,NA,NA,NA,NA
NZPSMBCDC1_2007-06-07,NZPSMBCDC1,NA,nn,2007-06-07,NA,NA,NA,NA,NA
REITBOBMD1_2007-06-08,REITBOBMD1,NA,nn,2007-06-08,NA,NA,NA,NA,NA
CAUSSUSMD1_2007-06-08,CAUSSUSMD1,NA,nn,2007-06-08,NA,NA,NA,NA,NA
MAHOJIMMD1_2007-06-09,MAHOJIMMD1,NA,nn,2007-06-09,NA,NA,NA,NA,NA
DECHKIMMD1_2007-06-09,DECHKIMMD1,NA,nn,2007-06-09,NA,NA,NA,NA,NA
REITBOBMD1_2007-06-09,REITBOBMD1,NA,nn,2007-06-09,NA,NA,NA,NA,NA
ANDEMIKMD1_2007-06-11,ANDEMIKMD1,NA,nn,2007-06-11,NA,NA,NA,NA,NA
REIKROBMD1_2007-06-11,REIKROBMD1,NA,nn,2007-06-11,NA,NA,NA,NA,NA
LLANMATMD1_2007-06-11,LLANMATMD1,NA,nn,2007-06-11,NA,NA,NA,NA,NA
ROHRSALMD1_2007-06-11,ROHRSALMD1,NA,nn,2007-06-11,NA,NA,NA,NA,NA
COLSKATMD1_2007-06-12,COLSKATMD1,NA,nn,2007-06-12,NA,NA,NA,NA,NA
VERSBETMD1_2007-06-12,VERSBETMD1,NA,nn,2007-06-12,NA,NA,NA,NA,NA
WOLFKARDC1_2007-06-13,WOLFKARDC1,NA,nn,2007-06-13,NA,NA,NA,NA,NA
JEWELIBMD1_2007-06-13,JEWELIBMD1,NA,nn,2007-06-13,NA,NA,NA,NA,NA
LUCIDANMD1_2007-06-13,LUCIDANMD1,NA,nn,2007-06-13,NA,NA,NA,NA,NA
MEGOPATMD2_2007-06-13,MEGOPATMD2,NA,nn,2007-06-13,NA,NA,NA,NA,NA
HAMIMARMD1_2007-06-14,HAMIMARMD1,NA,nn,2007-06-14,NA,NA,NA,NA,NA
GARDVALMD1_2007-06-14,GARDVALMD1,NA,nn,2007-06-14,NA,NA,NA,NA,NA
PERRCHRMD1_2007-06-14,PERRCHRMD1,NA,nn,2007-06-14,NA,NA,NA,NA,NA
TATEJUAMD1_2007-06-14,TATEJUAMD1,NA,nn,2007-06-14,NA,NA,NA,NA,NA
STEWBETMD1_2007-06-15,STEWBETMD1,NA,nn,2007-06-15,NA,NA,NA,NA,NA
PERRCHRMD1_2007-06-15,PERRCHRMD1,NA,nn,2007-06-15,NA,NA,NA,NA,NA
HAMMBARMD1_2007-06-16,HAMMBARMD1,NA,nn,2007-06-16,NA,NA,NA,NA,NA
FOLEMARMD1_2007-06-16,FOLEMARMD1,NA,nn,2007-06-16,NA,NA,NA,NA,NA
OMLAKEVMD1_2007-06-16,OMLAKEVMD1,NA,nn,2007-06-16,NA,NA,NA,NA,NA
LERNJEFMD1_2007-06-18,LERNJEFMD1,NA,nn,2007-06-18,NA,NA,NA,NA,NA
CONNBARMD1_2007-06-18,CONNBARMD1,NA,nn,2007-06-18,NA,NA,NA,NA,NA
GALLTERMD1_2007-06-18,GALLTERMD1,NA,nn,2007-06-18,NA,NA,NA,NA,NA
GILLEVAMD1_2007-06-19,GILLEVAMD1,NA,nn,2007-06-19,NA,NA,NA,NA,NA
WATSPATDC1_2007-06-19,WATSPATDC1,NA,nn,2007-06-19,NA,NA,NA,NA,NA
STEWBETMD1_2007-06-19,STEWBETMD1,NA,nn,2007-06-19,NA,NA,NA,NA,NA
SALOSHEMD1_2007-06-19,SALOSHEMD1,NA,nn,2007-06-19,NA,NA,NA,NA,NA
MILLPAUMD1_2007-06-20,MILLPAUMD1,NA,nn,2007-06-20,NA,NA,NA,NA,NA
THOMMARDC1_2007-06-20,THOMMARDC1,NA,nn,2007-06-20,NA,NA,NA,NA,NA
WRIGVENMD1_2007-06-20,WRIGVENMD1,NA,nn,2007-06-20,NA,NA,NA,NA,NA
BROWANNDC1_2007-06-20,BROWANNDC1,NA,nn,2007-06-20,NA,NA,NA,NA,NA
RAUCDANMD1_2007-06-21,RAUCDANMD1,NA,nn,2007-06-21,NA,NA,NA,NA,NA
MISSEDDC1_2007-06-21,MISSEDDC1,NA,nn,2007-06-21,NA,NA,NA,NA,NA
WIKACORMD1_2007-06-21,WIKACORMD1,NA,nn,2007-06-21,NA,NA,NA,NA,NA
JACKALADC1_2007-06-21,JACKALADC1,NA,nn,2007-06-21,NA,NA,NA,NA,NA
THOMCARMD1_2007-06-22,THOMCARMD1,NA,nn,2007-06-22,NA,NA,NA,NA,NA
MILLJOEMD1_2007-06-23,MILLJOEMD1,NA,nn,2007-06-23,NA,NA,NA,NA,NA
BALAELEMD1_2007-06-23,BALAELEMD1,NA,nn,2007-06-23,NA,NA,NA,NA,NA
MISBJANMD1_2007-06-24,MISBJANMD1,NA,nn,2007-06-24,NA,NA,NA,NA,NA
TUFTKATMD1_2007-06-25,TUFTKATMD1,NA,nn,2007-06-25,NA,NA,NA,NA,NA
OWENDORVA1_2007-06-25,OWENDORVA1,NA,nn,2007-06-25,NA,NA,NA,NA,NA
COWLANDMD1_2007-06-26,COWLANDMD1,NA,nn,2007-06-26,NA,NA,NA,NA,NA
BLANBETMD1_2007-06-26,BLANBETMD1,NA,nn,2007-06-26,NA,NA,NA,NA,NA
PHARAIMMD1_2007-06-26,PHARAIMMD1,NA,nn,2007-06-26,NA,NA,NA,NA,NA
PERNMIKMD1_2007-06-26,PERNMIKMD1,NA,nn,2007-06-26,NA,NA,NA,NA,NA
BARBJERMD1_2007-06-27,BARBJERMD1,NA,nn,2007-06-27,NA,NA,NA,NA,NA
TATEJUAMD1_2007-06-27,TATEJUAMD1,NA,nn,2007-06-27,NA,NA,NA,NA,NA
RUSSJODMD1_2007-06-28,RUSSJODMD1,NA,nn,2007-06-28,NA,NA,NA,NA,NA
GELLNERMD1_2007-06-28,GELLNERMD1,NA,nn,2007-06-28,NA,NA,NA,NA,NA
KEYESUSMD1_2007-06-28,KEYESUSMD1,NA,nn,2007-06-28,NA,NA,NA,NA,NA
STORPATMD1_2007-06-29,STORPATMD1,NA,nn,2007-06-29,NA,NA,NA,NA,NA
OLONMARDC1_2007-06-29,OLONMARDC1,NA,nn,2007-06-29,NA,NA,NA,NA,NA
GOCHJOAMD1_2007-06-30,GOCHJOAMD1,NA,nn,2007-06-30,NA,NA,NA,NA,NA
JACOMERMD1_2007-06-30,JACOMERMD1,NA,nn,2007-06-30,NA,NA,NA,NA,NA
DALEELIMD1_2007-06-30,DALEELIMD1,NA,nn,2007-06-30,NA,NA,NA,NA,NA
BUISNORVA1_2007-06-30,BUISNORVA1,NA,nn,2007-06-30,NA,NA,NA,NA,NA
WOODPAUVA1_2007-07-01,WOODPAUVA1,NA,nn,2007-07-01,NA,NA,NA,NA,NA
NICHALIMD1_2007-07-02,NICHALIMD1,NA,nn,2007-07-02,NA,NA,NA,NA,NA
NEWBCARVA1_2007-07-02,NEWBCARVA1,NA,nn,2007-07-02,NA,NA,NA,NA,NA
GAETHEAMD1_2007-07-02,GAETHEAMD1,NA,nn,2007-07-02,NA,NA,NA,NA,NA
JACOSYDMD1_2007-07-02,JACOSYDMD1,NA,nn,2007-07-02,NA,NA,NA,NA,NA
SCHIMARMD1_2007-07-03,SCHIMARMD1,NA,nn,2007-07-03,NA,NA,NA,NA,NA
NZPAMAZDC1_2007-07-03,NZPAMAZDC1,NA,nn,2007-07-03,NA,NA,NA,NA,NA
MCCOJOHMD1_2007-07-05,MCCOJOHMD1,NA,nn,2007-07-05,NA,NA,NA,NA,NA
CRONCHRVA1_2007-07-05,CRONCHRVA1,NA,nn,2007-07-05,NA,NA,NA,NA,NA
RAUNERIMD1_2007-07-06,RAUNERIMD1,NA,nn,2007-07-06,NA,NA,NA,NA,NA
GOMEKARMD1_2007-07-06,GOMEKARMD1,NA,nn,2007-07-06,NA,NA,NA,NA,NA
HUTCBARVA1_2007-07-06,HUTCBARVA1,NA,nn,2007-07-06,NA,NA,NA,NA,NA
NZPAMAZDC1_2007-07-06,NZPAMAZDC1,NA,nn,2007-07-06,NA,NA,NA,NA,NA
WALKPATVA1_2007-07-07,WALKPATVA1,NA,nn,2007-07-07,NA,NA,NA,NA,NA
MORAJANMD1_2007-07-07,MORAJANMD1,NA,nn,2007-07-07,NA,NA,NA,NA,NA
GIRAANGMD1_2007-07-07,GIRAANGMD1,NA,nn,2007-07-07,NA,NA,NA,NA,NA
LANDCELVA1_2007-07-07,LANDCELVA1,NA,nn,2007-07-07,NA,NA,NA,NA,NA
GERYERIMD1_2007-07-07,GERYERIMD1,NA,nn,2007-07-07,NA,NA,NA,NA,NA
ROTHPAUVA1_2007-07-09,ROTHPAUVA1,NA,nn,2007-07-09,NA,NA,NA,NA,NA
KINDFARMD1_2007-07-09,KINDFARMD1,NA,nn,2007-07-09,NA,NA,NA,NA,NA
RAYTIMMD1_2007-07-10,RAYTIMMD1,NA,nn,2007-07-10,NA,NA,NA,NA,NA
NZPAMAZDC1_2007-07-10,NZPAMAZDC1,NA,nn,2007-07-10,NA,NA,NA,NA,NA
ODELVINMD2_2007-07-11,ODELVINMD2,NA,nn,2007-07-11,NA,NA,NA,NA,NA
SCHIMARMD1_2007-07-11,SCHIMARMD1,NA,nn,2007-07-11,NA,NA,NA,NA,NA
BURDROBVA1_2007-07-11,BURDROBVA1,NA,nn,2007-07-11,NA,NA,NA,NA,NA
OLONMARDC1_2007-07-11,OLONMARDC1,NA,nn,2007-07-11,NA,NA,NA,NA,NA
NATIGALDC1_2007-07-12,NATIGALDC1,NA,nn,2007-07-12,NA,NA,NA,NA,NA
MCDOELIVA1_2007-07-12,MCDOELIVA1,NA,nn,2007-07-12,NA,NA,NA,NA,NA
REITBOBMD1_2007-07-13,REITBOBMD1,NA,nn,2007-07-13,NA,NA,NA,NA,NA
GECACARVA1_2007-07-13,GECACARVA1,NA,nn,2007-07-13,NA,NA,NA,NA,NA
GERYERIMD1_2007-07-13,GERYERIMD1,NA,nn,2007-07-13,NA,NA,NA,NA,NA
WOODPAUVA1_2007-07-13,WOODPAUVA1,NA,nn,2007-07-13,NA,NA,NA,NA,NA
WOLFAMYDC1_2007-07-13,WOLFAMYDC1,NA,nn,2007-07-13,NA,NA,NA,NA,NA
KRAMPAUMD1_2007-07-14,KRAMPAUMD1,NA,nn,2007-07-14,NA,NA,NA,NA,NA
WILLRAJMD1_2007-07-14,WILLRAJMD1,NA,nn,2007-07-14,NA,NA,NA,NA,NA
PADORAMVA1_2007-07-14,PADORAMVA1,NA,nn,2007-07-14,NA,NA,NA,NA,NA
PICCLINMD1_2007-07-16,PICCLINMD1,NA,nn,2007-07-16,NA,NA,NA,NA,NA
ZENKBOBMD1_2007-07-16,ZENKBOBMD1,NA,nn,2007-07-16,NA,NA,NA,NA,NA
NICHSANMD1_2007-07-16,NICHSANMD1,NA,nn,2007-07-16,NA,NA,NA,NA,NA
DAVIALIVA1_2007-07-17,DAVIALIVA1,NA,nn,2007-07-17,NA,NA,NA,NA,NA
WILLTINVA1_2007-07-17,WILLTINVA1,NA,nn,2007-07-17,NA,NA,NA,NA,NA
SCHIMARMD1_2007-07-18,SCHIMARMD1,NA,nn,2007-07-18,NA,NA,NA,NA,NA
SIMMJOAVA1_2007-07-18,SIMMJOAVA1,NA,nn,2007-07-18,NA,NA,NA,NA,NA
BURNNANMD1_2007-07-18,BURNNANMD1,NA,nn,2007-07-18,NA,NA,NA,NA,NA
PHELCLADC1_2007-07-19,PHELCLADC1,NA,nn,2007-07-19,NA,NA,NA,NA,NA
NZPEDZODC1_2007-07-19,NZPEDZODC1,NA,nn,2007-07-19,NA,NA,NA,NA,NA
BRIGKIMMD1_2007-07-19,BRIGKIMMD1,NA,nn,2007-07-19,NA,NA,NA,NA,NA
FOOSDAVVA1_2007-07-20,FOOSDAVVA1,NA,nn,2007-07-20,NA,NA,NA,NA,NA
PICKCREMD1_2007-07-20,PICKCREMD1,NA,nn,2007-07-20,NA,NA,NA,NA,NA
COLSKATMD1_2007-07-21,COLSKATMD1,NA,nn,2007-07-21,NA,NA,NA,NA,NA
SHEEMARMD1_2007-07-21,SHEEMARMD1,NA,nn,2007-07-21,NA,NA,NA,NA,NA
GERYERIMD1_2007-07-21,GERYERIMD1,NA,nn,2007-07-21,NA,NA,NA,NA,NA
CLARCOLDC1_2007-07-21,CLARCOLDC1,NA,nn,2007-07-21,NA,NA,NA,NA,NA
NZPSMBCDC1_2007-07-21,NZPSMBCDC1,NA,nn,2007-07-21,NA,NA,NA,NA,NA
REILJENMD1_2007-07-23,REILJENMD1,NA,nn,2007-07-23,NA,NA,NA,NA,NA
MORRJESMD1_2007-07-23,MORRJESMD1,NA,nn,2007-07-23,NA,NA,NA,NA,NA
ZAMBTRAMD1_2007-07-23,ZAMBTRAMD1,NA,nn,2007-07-23,NA,NA,NA,NA,NA
MORRCHRVA1_2007-07-23,MORRCHRVA1,NA,nn,2007-07-23,NA,NA,NA,NA,NA
MARRPETMD2_2007-07-23,MARRPETMD2,NA,nn,2007-07-23,NA,NA,NA,NA,NA
PIROELADC1_2007-07-24,PIROELADC1,NA,nn,2007-07-24,NA,NA,NA,NA,NA
PHELCLADC1_2007-07-26,PHELCLADC1,NA,nn,2007-07-26,NA,NA,NA,NA,NA
ASSMCARMD1_2007-07-27,ASSMCARMD1,NA,nn,2007-07-27,NA,NA,NA,NA,NA
MOSMCARMD1_2007-07-27,MOSMCARMD1,NA,nn,2007-07-27,NA,NA,NA,NA,NA
JACOMERMD1_2007-07-28,JACOMERMD1,NA,nn,2007-07-28,NA,NA,NA,NA,NA
PATTPARMD1_2007-07-28,PATTPARMD1,NA,nn,2007-07-28,NA,NA,NA,NA,NA
LANGANKVA1_2007-07-28,LANGANKVA1,NA,nn,2007-07-28,NA,NA,NA,NA,NA
JORABONVA1_2007-07-30,JORABONVA1,NA,nn,2007-07-30,NA,NA,NA,NA,NA
LIEBJUDMD1_2007-07-30,LIEBJUDMD1,NA,nn,2007-07-30,NA,NA,NA,NA,NA
NAYLMICMD2_2007-07-30,NAYLMICMD2,NA,nn,2007-07-30,NA,NA,NA,NA,NA
CLARKELMD1_2007-07-31,CLARKELMD1,NA,nn,2007-07-31,NA,NA,NA,NA,NA
MESEBARMD1_2007-07-31,MESEBARMD1,NA,nn,2007-07-31,NA,NA,NA,NA,NA
NAYLMICMD2_2007-07-31,NAYLMICMD2,NA,nn,2007-07-31,NA,NA,NA,NA,NA
DELUKARVA1_2007-08-01,DELUKARVA1,NA,nn,2007-08-01,NA,NA,NA,NA,NA
MAZUJENMD1_2007-08-02,MAZUJENMD1,NA,nn,2007-08-02,NA,NA,NA,NA,NA
GIRAANGMD1_2007-08-08,GIRAANGMD1,NA,nn,2007-08-08,NA,NA,NA,NA,NA
MILLPAUMD1_2007-09-20,MILLPAUMD1,NA,nn,2007-09-20,NA,NA,NA,NA,NA
MARRPETMD2_2007-10-11,MARRPETMD2,NA,nn,2007-10-11,NA,NA,NA,NA,NA
WALKPATVA1_2008-03-15,WALKPATVA1,NA,nn,2008-03-15,NA,NA,NA,NA,NA
MOLIKARMD1_2008-03-15,MOLIKARMD1,NA,nn,2008-03-15,NA,NA,NA,NA,NA
BURDROBVA1_2008-03-15,BURDROBVA1,NA,nn,2008-03-15,NA,NA,NA,NA,NA
NAYLMICMD2_2008-03-15,NAYLMICMD2,NA,nn,2008-03-15,NA,NA,NA,NA,NA
